"sample_location_no" "Sample_number" "Location" "Date" "Time" "Sampletype" "Water_volume_filtered_.mL." "pH" "Temperature_.ºC." "Latitude" "Longitude" "Freezing_time" "Qubit_tube_concentration_with_2ul_sample_.ng.ml." "Dilution" "Sample_type" "Sample_no" "long" "lat" "DVFI" "DV" "replNo" "smplNo.rplNo"
"ID058" "27" "ID058" "Hestetangs Å" "2021-05-16" "1899-12-31 10:45:00" "Sterivex filter, water" "400" "7.99" "11.5" "55.81544" "12.31416" "1899-12-31 15:45:00" "22.8" "100" "ID" "058" "12.31416" "55.81544" "5" "D" "1" "ID058_1"
"ID061" "28" "ID061" "Fønstrup Bæk" "2021-05-16" "1899-12-31 12:30:00" "Sterivex filter, kick" "250" "8.35" "12.4" "55.96347" "12.34978" "1899-12-31 15:45:00" "36.8" "100" "ID" "061" "12.34978" "55.96347" "4" "C" "1" "ID061_1"
"ID062" "29" "ID062" "Esrum Å" "2021-05-16" "1899-12-31 13:50:00" "Sterivex filter, water" "400" "8.83" "12.9" "56.04911" "12.37566" "1899-12-31 15:45:00" "184" " 10" "ID" "062" "12.37566" "56.04911" "6" "E" "1" "ID062_1"
"ID063" "29" "ID063" "Esrum Å" "2021-05-16" "1899-12-31 14:05:00" "Sterivex filter, kick" "175" "8.83" "12.9" "56.04911" "12.37566" "1899-12-31 15:45:00" "117" " 10" "ID" "063" "12.37566" "56.04911" "6" "E" "1" "ID063_1"
"ID069" "32" "ID069" "Brødebæk" "2021-05-18" "1899-12-31 17:05:00" "Sterivex filter, kick" "120" "8.24" "16.3" "55.25082" "11.95954" "1899-12-31 19:00:00" "73.9" " 10" "ID" "069" "11.95954" "55.25082" "4" "C" "1" "ID069_1"
"ID011" " 3" "ID011" "Søborg Kanal" "2021-04-22" "1899-12-31 12:40:00" "Sterivex filter, kick" " 50" "7.96" " 9.8" "56.11686" "12.30306" "1899-12-31 17:25:00" "25.8" " 10" "ID" "011" "12.30306" "56.11686" "3" "B" "1" "ID011_1"
"ID065" "30" "ID065" "Krobæk, Ned" "2021-05-18" "1899-12-31 14:45:00" "Sterivex filter, kick" "125" "8.8" "11.9" "55.17907" "12.01760" "1899-12-31 19:00:00" "148" " 10" "ID" "065" "12.01760" "55.17907" "6" "E" "1" "ID065_1"
"ID022" " 9" "ID022" "Lammestrupvej" "2021-04-30" "1899-12-31 15:45:00" "Sterivex filter, water" "350" "8.52" "10.3" "55.50883" "11.94990" "1899-12-31 17:25:00" "9.89" " 10" "ID" "022" "11.94990" "55.50883" "4" "C" "1" "ID022_1"
"ID068" "32" "ID068" "Brødebæk" "2021-05-18" "1899-12-31 16:50:00" "Sterivex filter, water" "160" "8.24" "16.3" "55.25082" "11.95954" "1899-12-31 19:00:00" "11.1" " 10" "ID" "068" "11.95954" "55.25082" "4" "C" "1" "ID068_1"
"ID049" "22" "ID049" "Buske" "2021-05-11" "1899-12-31 16:15:00" "Sterivex filter, kick" "150" "8.27" "10.3" "55.37067" "11.77807" "1899-12-31 18:20:00" "38.1" "  1" "ID" "049" "11.77807" "55.37067" "3" "B" "1" "ID049_1"
"ID027" "11" "ID027" "Dumpedalsrenden" "2021-05-02" "1899-12-31 11:40:00" "Sterivex filter, kick" "100" "8.26" " 9.8" "55.83015" "12.44793" "1899-12-31 12:55:00" "1.05" "100" "ID" "027" "12.44793" "55.83015" "4" "C" "1" "ID027_1"
"ID059" "27" "ID059" "Hestetangs Å" "2021-05-16" "1899-12-31 11:00:00" "Sterivex filter, kick" "150" "7.99" "11.5" "55.81544" "12.31416" "1899-12-31 15:45:00" "84.1" "100" "ID" "059" "12.31416" "55.81544" "5" "D" "1" "ID059_1"
"ID035" "15" "ID035" "Togårdsvej" "2021-05-06" "1899-12-31 12:05:00" "Sterivex filter, kick" " 30" "8.48" "11.8" "55.09988" "11.80572" "1899-12-31 15:30:00" "147" "100" "ID" "035" "11.80572" "55.09988" "3" "B" "1" "ID035_1"
"ID013" " 4" "ID013" "Hornbæk Idræt" "2021-04-22" "1899-12-31 13:55:00" "Sterivex filter, kick" " 85" "7.95" "12.0" "56.08135" "12.46691" "1899-12-31 17:25:00" "7.23" "100" "ID" "013" "12.46691" "56.08135" "4" "C" "1" "ID013_1"
"ID021" " 8" "ID021" "Fakse Å, Ned" "2021-04-30" "1899-12-31 13:45:00" "Sterivex filter, kick" " 30" "8.82" "12.6" "55.21973" "12.14311" "1899-12-31 17:15:00" "6.23" "100" "ID" "021" "12.14311" "55.21973" "4" "C" "1" "ID021_1"
